REPORT_NUMBER,MODE,SEX,AGE,YEAR,COUNTY_NAME,S4_CRASH_SEVERITY,DAY_NIGHT,LOC_TYPE
26825475,E-Scooter,Male,17.0,2025,Polk,Serious Injury,Day,Segment
26814864,E-Scooter,Male,58.0,2024,Hernando,No Injury,Day,Segment
26812499,E-Bike,Male,18.0,2025,Flagler,Injury,Day,Intersection
26789603,E-Scooter,,,2025,Broward,Serious Injury,Day,Intersection
26855283,E-Bike,,,2024,Palm Beach,Injury,Day,Segment
26528034,E-Scooter,Male,64.0,2025,Miami-Dade,Injury,Day,Segment
26593898,E-Bike,,,2024,St. Lucie,Injury,Night,Segment
26569930,E-Bike,,,2024,St. Lucie,No Injury,Day,Intersection
26346199,E-Bike,Male,6.0,2024,Osceola,Injury,Day,Intersection
26366112,Bicycle,Male,69.0,2024,Citrus,Serious Injury,Day,Segment
26855453,E-Bike,,,2024,Palm Beach,No Injury,Day,Segment
26646073,E-Bike,Male,12.0,2024,Collier,Injury,Day,Segment
26590778,E-Scooter,,,2024,Broward,Injury,Night,Segment
26202738,E-Bike,,,2024,Pinellas,No Injury,Day,Segment
26202710,E-Bike,,,2024,Pinellas,Injury,Day,Segment
26352047,Bicycle,Male,53.0,2024,Sarasota,Injury,Night,Intersection
26583572,Bicycle,Female,27.0,2024,Lee,Injury,Day,Segment
26592084,E-Scooter,,,2025,Broward,Fatality,Night,Segment
26272166,E-Scooter,Male,30.0,2024,Miami-Dade,Injury,Night,Intersection
26347561,E-Scooter,Male,21.0,2024,Orange,Serious Injury,Day,Intersection
26284690,E-Bike,Female,12.0,2023,Brevard,Injury,Day,Segment
26509654,E-Scooter,,,2025,Broward,Injury,Day,Segment
26271569,E-Scooter,Male,20.0,2024,Miami-Dade,Injury,Day,Intersection
26545729,E-Bike,Male,75.0,2024,Hillsborough,Injury,Day,Segment
26615181,E-Scooter,Female,21.0,2024,Hillsborough,Injury,Day,Intersection
26615181,E-Scooter,Female,18.0,2024,Hillsborough,Injury,Day,Intersection
26170820,E-Scooter,Female,29.0,2024,Monroe,Serious Injury,Day,Intersection
26208386,E-Bike,Female,31.0,2025,Leon,Injury,Day,Segment
26208386,E-Bike,Male,10.0,2025,Leon,Injury,Day,Segment
26826163,E-Scooter,Male,16.0,2025,Polk,Injury,Day,Segment
26123167,E-Scooter,Female,40.0,2024,Volusia,Injury,Day,Segment
26673716,E-Scooter,Male,27.0,2025,Seminole,Injury,Day,Segment
26319521,E-Scooter,Male,17.0,2024,Collier,Injury,Day,Segment
26521480,E-Scooter,Male,51.0,2024,Miami-Dade,Serious Injury,Night,Intersection
26680483,E-Bike,Female,29.0,2025,Alachua,Injury,Day,Intersection
26597616,E-Bike,,,2025,Palm Beach,Injury,Day,Segment
26563343,E-Bike,Female,52.0,2026,Miami-Dade,Injury,Day,Intersection
26240712,E-Scooter,,,2024,Osceola,Injury,Night,Segment
26790128,E-Scooter,,,2025,Broward,Injury,Day,Segment
26565453,E-Bike,Male,43.0,2024,Polk,Serious Injury,Night,Segment
26154863,E-Scooter,Male,32.0,2024,Broward,Injury,Day,Segment
26468016,Bicycle,Female,20.0,2024,Pinellas,Serious Injury,Day,Segment
26713494,E-Bike,Male,17.0,2024,Miami-Dade,Injury,Day,Segment
26485962,E-Bike,Male,52.0,2024,Volusia,Serious Injury,Day,Intersection
26590570,E-Scooter,,,2024,Broward,Injury,Night,Segment
26583495,E-Bike,Male,17.0,2024,Lee,Serious Injury,Day,Segment
26177766,E-Bike,Male,16.0,2024,Broward,Serious Injury,Day,Intersection
26469498,E-Bike,Male,28.0,2025,Manatee,Injury,Day,Segment
26571974,Bicycle,,,2024,St. Lucie,No Injury,Day,Segment
26245153,E-Scooter,,,2024,Alachua,Injury,Night,Segment
26203684,E-Bike,,,2024,Pinellas,Injury,Day,Intersection
26346199,E-Bike,Female,54.0,2024,Osceola,Injury,Day,Intersection
26346199,E-Bike,Male,13.0,2024,Osceola,Injury,Day,Intersection
26169424,E-Scooter,Female,18.0,2024,Manatee,Injury,Day,Intersection
26486236,E-Scooter,Female,37.0,2024,Volusia,Injury,Day,Segment
26809465,Bicycle,Male,15.0,2025,Seminole,Injury,Day,Segment
26616564,E-Scooter,Male,20.0,2024,Hillsborough,Injury,Day,Segment
26740726,E-Scooter,Male,15.0,2025,Miami-Dade,Injury,Day,Segment
26551613,E-Bike,Male,50.0,2025,Hillsborough,No Injury,Night,Segment
26501902,E-Bike,,,2024,Monroe,Injury,Day,Segment
26571588,E-Bike,,,2024,St. Lucie,Injury,Night,Segment
26773899,E-Scooter,,,2024,Broward,Injury,Day,Segment
26654041,E-Bike,Male,20.0,2024,Indian River,No Injury,Day,Segment
26548105,E-Bike,Male,21.0,2024,Hillsborough,Injury,Day,Intersection
26863840,E-Bike,Male,28.0,2025,Pinellas,Injury,Day,Segment
26232645,E-Scooter,Male,12.0,2024,Palm Beach,No Injury,Day,Intersection
26457099,Bicycle,Male,22.0,2025,Orange,Fatality,Night,Segment
26358776,E-Scooter,Male,56.0,2024,Pasco,No Injury,Day,Intersection
26419321,E-Scooter,Male,72.0,2024,Brevard,Injury,Day,Segment
26530617,E-Bike,Male,39.0,2024,Pasco,Injury,Night,Intersection
26592035,E-Scooter,,,2025,Broward,Injury,Day,Segment
26482986,E-Scooter,Male,33.0,2024,Lake,Injury,Day,Intersection
26822678,E-Bike,Male,35.0,2024,Polk,Injury,Day,Segment
26387129,E-Bike,Male,23.0,2024,Brevard,Injury,Day,Intersection
26814201,E-Scooter,Male,17.0,2025,Volusia,Injury,Day,Segment
26739895,E-Scooter,Male,49.0,2025,Miami-Dade,Injury,Night,Segment
26294333,E-Scooter,Female,28.0,2024,Pasco,Serious Injury,Day,Segment
26294333,E-Scooter,Male,46.0,2024,Pasco,Serious Injury,Day,Segment
26592400,E-Scooter,,,2025,Broward,Injury,Day,Segment
26614589,E-Bike,Male,42.0,2024,Hillsborough,Injury,Day,Segment
26327988,E-Scooter,Male,18.0,2024,Orange,No Injury,Night,Segment
26505646,E-Bike,Male,49.0,2024,Sarasota,Injury,Day,Segment
26333911,Bicycle,Male,66.0,2024,Pinellas,Injury,Day,Intersection
26364833,E-Bike,Female,52.0,2024,Orange,Injury,Day,Segment
26134503,E-Scooter,Male,24.0,2024,Collier,No Injury,Night,Segment
26517342,E-Scooter,Male,14.0,2024,Miami-Dade,Injury,Day,Intersection
26320656,Bicycle,Male,45.0,2024,Manatee,Injury,Day,Intersection
26447005,E-Scooter,Male,43.0,2024,Marion,Injury,Day,Intersection
26776901,E-Scooter,,,2024,Broward,Injury,Day,Segment
26770804,E-Scooter,Female,15.0,2024,Volusia,Injury,Day,Intersection
26303374,E-Scooter,Male,13.0,2024,Orange,No Injury,Day,Intersection
26507641,E-Scooter,,,2024,Broward,Injury,Day,Segment
26471573,E-Bike,Male,37.0,2025,Pasco,No Injury,Day,Intersection
26770224,E-Bike,Male,16.0,2025,Polk,Injury,Night,Segment
26789921,E-Bike,,,2025,Broward,Injury,Night,Intersection
26473679,Bicycle,Male,39.0,2024,Manatee,Injury,Day,Intersection
26372569,E-Bike,Male,19.0,2024,Brevard,Injury,Day,Intersection
26554322,E-Bike,Male,67.0,2025,Hillsborough,Serious Injury,Day,Segment
26805106,E-Bike,Male,35.0,2025,Leon,No Injury,Night,Segment
26621285,Bicycle,Male,54.0,2025,Putnam,No Injury,Day,Intersection
26289685,Bicycle,Male,39.0,2024,Sarasota,Injury,Night,Segment
26268744,E-Scooter,Male,23.0,2024,Miami-Dade,Injury,Day,Intersection
26741264,E-Scooter,Female,58.0,2025,Miami-Dade,Injury,Day,Segment
26815956,E-Scooter,Male,37.0,2024,Hernando,No Injury,Night,Segment
26852084,E-Scooter,Male,42.0,2024,Broward,Injury,Day,Intersection
26205280,E-Bike,,,2025,Pinellas,Injury,Night,Segment
26547847,E-Bike,Male,15.0,2025,Hillsborough,Injury,Day,Intersection
26739323,E-Scooter,Male,36.0,2025,Miami-Dade,Injury,Night,Segment
26631595,E-Scooter,Male,23.0,2024,Polk,Injury,Day,Intersection
26617252,E-Bike,Male,32.0,2024,Hillsborough,Injury,Day,Segment
26735160,E-Bike,Male,13.0,2025,Miami-Dade,Injury,Day,Segment
26544783,E-Bike,Male,32.0,2024,Hillsborough,Serious Injury,Day,Segment
26734949,E-Scooter,Male,42.0,2025,Miami-Dade,Injury,Day,Segment
26798818,E-Scooter,Female,19.0,2024,Leon,Injury,Day,Segment
26434954,E-Scooter,Male,22.0,2025,Brevard,Injury,Day,Intersection
26573193,E-Bike,,,2024,St. Lucie,Injury,Day,Segment
26866522,E-Bike,Male,13.0,2025,Pinellas,Injury,Day,Segment
26501329,E-Bike,,,2024,Monroe,Injury,Day,Segment
26865381,E-Scooter,Female,20.0,2025,Pinellas,Injury,Night,Segment
26819434,E-Bike,Male,19.0,2024,Martin,Injury,Day,Segment
26149276,E-Bike,Male,45.0,2024,Charlotte,No Injury,Day,Segment
26126376,E-Scooter,Male,13.0,2023,Collier,Injury,Day,Intersection
26225465,E-Scooter,Male,17.0,2025,Seminole,No Injury,Night,Intersection
26701392,E-Scooter,Female,14.0,2024,Miami-Dade,No Injury,Day,Segment
26685500,E-Bike,Male,20.0,2025,Orange,Serious Injury,Day,Intersection
26339940,E-Scooter,Male,11.0,2024,Orange,Injury,Day,Segment
26618181,E-Bike,Male,42.0,2024,Hillsborough,Injury,Day,Segment
26435802,Bicycle,Male,11.0,2025,Osceola,Injury,Day,Intersection
26323422,E-Scooter,Male,32.0,2024,Osceola,Injury,Day,Intersection
26790468,E-Scooter,,,2025,Broward,Injury,Day,Segment
26157923,E-Scooter,Male,22.0,2023,Brevard,Fatality,Day,Intersection
26657195,E-Scooter,Female,62.0,2024,Miami-Dade,No Injury,Day,Segment
26753699,E-Bike,Female,15.0,2024,Palm Beach,Injury,Day,Intersection
26753699,E-Bike,Female,15.0,2024,Palm Beach,Injury,Day,Intersection
26205356,E-Bike,,,2025,Pinellas,Injury,Day,Intersection
26828598,Bicycle,Female,44.0,2024,Duval,Injury,Day,Intersection
26570157,E-Bike,,,2024,St. Lucie,Injury,Day,Segment
26537147,E-Bike,Female,81.0,2024,Hillsborough,Injury,Day,Segment
26850195,E-Bike,Male,31.0,2025,Duval,Injury,Day,Segment
26170596,E-Bike,Male,33.0,2024,Monroe,No Injury,Day,Segment
26540623,E-Scooter,Male,14.0,2024,Hillsborough,Injury,Day,Intersection
26682851,Bicycle,Male,41.0,2025,Nassau,Injury,Day,Segment
26789499,E-Scooter,,,2025,Broward,Injury,Day,Segment
26812985,E-Bike,Male,15.0,2025,Flagler,No Injury,Day,Segment
26202230,E-Scooter,Male,12.0,2024,Volusia,Injury,Day,Intersection
26366443,Bicycle,Male,40.0,2024,Orange,Injury,Day,Segment
26627231,E-Bike,Male,13.0,2025,Seminole,No Injury,Day,Segment
26775975,E-Scooter,,,2024,Broward,Injury,Day,Segment
26324940,E-Bike,Male,14.0,2024,Alachua,Injury,Day,Intersection
26789522,E-Scooter,,,2025,Broward,No Injury,Day,Segment
26825219,E-Bike,Male,41.0,2025,Polk,Injury,Night,Intersection
26584637,E-Bike,Male,70.0,2024,Lee,Injury,Day,Intersection
26507806,E-Bike,,,2024,Broward,No Injury,Day,Intersection
26203727,E-Bike,,,2024,Pinellas,Injury,Day,Segment
26215596,E-Scooter,Male,13.0,2024,Clay,Injury,Day,Segment
26194786,E-Scooter,Male,40.0,2024,Palm Beach,Serious Injury,Day,Intersection
26531301,E-Scooter,Male,47.0,2024,Broward,No Injury,Day,Segment
26531301,E-Scooter,Female,25.0,2024,Broward,No Injury,Day,Segment
26513772,E-Scooter,Male,28.0,2024,Miami-Dade,No Injury,Day,Intersection
26562183,E-Bike,Male,63.0,2025,Pinellas,Injury,Day,Segment
26191127,Bicycle,Male,63.0,2024,Nassau,Injury,Day,Segment
26639397,E-Bike,Male,59.0,2024,Orange,Injury,Day,Segment
26661143,E-Bike,Male,32.0,2024,Collier,Injury,Day,Intersection
26540968,E-Bike,Male,82.0,2024,Hillsborough,Injury,Day,Segment
26711527,E-Bike,Female,53.0,2024,Miami-Dade,Injury,Day,Segment
26305637,E-Scooter,Male,13.0,2024,Orange,Injury,Day,Segment
26601478,E-Bike,Female,22.0,2024,Lake,Injury,Night,Intersection
26424526,Bicycle,Male,33.0,2024,Hillsborough,Injury,Day,Segment
26435874,E-Scooter,Female,31.0,2024,Brevard,Injury,Day,Intersection
26546418,E-Bike,Male,33.0,2024,Hillsborough,Injury,Day,Segment
26856391,E-Scooter,,,2025,Palm Beach,Injury,Day,Segment
26123275,E-Bike,Male,64.0,2024,Volusia,Serious Injury,Day,Intersection
26203104,E-Scooter,,,2024,Pinellas,Injury,Night,Segment
26561432,E-Bike,Male,16.0,2025,Pinellas,No Injury,Day,Segment
26172687,E-Scooter,Female,14.0,2025,Hillsborough,Injury,Day,Segment
26194051,E-Scooter,Male,38.0,2024,Palm Beach,Injury,Day,Intersection
26610920,E-Bike,Male,23.0,2024,Hillsborough,Injury,Day,Segment
26308499,E-Bike,Male,47.0,2024,Okaloosa,Injury,Day,Intersection
26393629,E-Bike,Female,39.0,2024,Orange,Injury,Day,Intersection
26869231,E-Scooter,Male,65.0,2024,Hillsborough,Injury,Day,Intersection
26117744,Bicycle,Male,23.0,2026,Duval,No Injury,Day,Segment
26262569,E-Scooter,Male,27.0,2024,Miami-Dade,Injury,Day,Intersection
26195537,E-Bike,Female,18.0,2025,Palm Beach,Injury,Day,Intersection
26522407,E-Bike,Male,52.0,2025,Miami-Dade,No Injury,Night,Segment
26522407,E-Bike,Female,31.0,2025,Miami-Dade,No Injury,Night,Segment
26610653,E-Bike,Male,22.0,2024,Hillsborough,Injury,Night,Intersection
26333883,Bicycle,Male,19.0,2024,Pinellas,No Injury,Day,Intersection
26558670,E-Bike,Male,15.0,2024,Pinellas,Injury,Day,Intersection
26819079,E-Bike,Male,16.0,2024,Martin,Injury,Day,Intersection
26418612,E-Scooter,Male,14.0,2025,Seminole,Injury,Day,Segment
26795158,E-Scooter,Female,22.0,2024,Lee,No Injury,Day,Intersection
26811583,E-Scooter,Male,60.0,2024,Flagler,Injury,Day,Segment
26562868,E-Bike,Male,50.0,2025,Pinellas,Injury,Night,Intersection
26121908,E-Scooter,Male,44.0,2023,Volusia,Injury,Night,Segment
26813216,E-Bike,Male,17.0,2025,Flagler,Injury,Day,Intersection
26677506,E-Scooter,Male,18.0,2024,Broward,Injury,Day,Segment
26322248,E-Bike,Female,24.0,2024,Manatee,Injury,Day,Segment
26812328,Bicycle,Female,66.0,2025,Flagler,Injury,Day,Segment
26823038,E-Scooter,Male,52.0,2024,Polk,Injury,Day,Segment
26299668,E-Scooter,Male,22.0,2024,Orange,Injury,Day,Intersection
26628585,E-Scooter,Male,58.0,2026,Seminole,Injury,Day,Intersection
26564899,E-Bike,Male,29.0,2025,Palm Beach,Injury,Night,Segment
26284408,Bicycle,Male,39.0,2024,Brevard,Injury,Day,Intersection
26595556,E-Bike,,,2024,Palm Beach,Serious Injury,Day,Segment
26495241,E-Bike,Female,50.0,2024,Orange,No Injury,Day,Segment
26375409,E-Bike,Male,46.0,2024,Orange,Injury,Day,Intersection
26725281,Bicycle,Female,54.0,2025,Miami-Dade,Injury,Day,Segment
26676301,Bicycle,Male,41.0,2024,Marion,Injury,Day,Intersection
26227297,E-Scooter,,,2024,Miami-Dade,Injury,Day,Segment
26546519,E-Bike,Male,42.0,2025,Hillsborough,Injury,Day,Segment
26459166,Bicycle,Male,50.0,2026,Orange,Injury,Day,Segment
26167684,E-Bike,,,2024,Broward,Injury,Day,Segment
26782481,E-Scooter,,,2025,Broward,Injury,Day,Intersection
26204898,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26542617,E-Scooter,Female,21.0,2024,Hillsborough,Injury,Day,Intersection
26209747,E-Bike,Male,43.0,2024,Sarasota,Injury,Day,Segment
26226765,E-Scooter,,,2023,Miami-Dade,Injury,Night,Segment
26583103,E-Bike,Female,21.0,2024,Lee,No Injury,Day,Intersection
26770268,E-Bike,Male,37.0,2025,Polk,No Injury,Day,Segment
26847426,Bicycle,Male,54.0,2025,Duval,No Injury,Day,Segment
26506941,E-Bike,Male,16.0,2024,Sarasota,Injury,Day,Segment
26205320,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26645822,E-Scooter,Male,15.0,2025,Escambia,Injury,Day,Segment
26744259,E-Scooter,Male,32.0,2025,Miami-Dade,Injury,Day,Intersection
26305019,E-Scooter,Female,36.0,2024,Lake,Injury,Night,Segment
26805672,E-Bike,Male,18.0,2025,Leon,Injury,Day,Intersection
26188020,E-Bike,Female,25.0,2024,Brevard,Injury,Day,Intersection
26501028,E-Bike,,,2024,Monroe,Injury,Day,Segment
26807542,E-Scooter,Male,19.0,2025,Leon,No Injury,Day,Intersection
26674397,E-Scooter,Female,37.0,2024,Pinellas,Injury,Day,Segment
26655990,E-Bike,Male,49.0,2024,Miami-Dade,No Injury,Day,Intersection
26475636,E-Bike,Male,19.0,2025,Escambia,No Injury,Day,Intersection
26204589,E-Bike,,,2025,Pinellas,No Injury,Day,Segment
26203649,E-Bike,,,2024,Pinellas,Injury,Day,Intersection
26740719,E-Scooter,Male,48.0,2025,Miami-Dade,Injury,Day,Segment
26559600,E-Bike,Male,56.0,2024,Pinellas,Injury,Day,Segment
26205198,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26542274,Bicycle,Female,37.0,2024,Hillsborough,Fatality,Day,Intersection
26808679,E-Bike,Male,30.0,2024,Seminole,Injury,Day,Segment
26729263,E-Scooter,Male,54.0,2025,Miami-Dade,Injury,Day,Segment
26231520,E-Bike,Male,16.0,2023,Palm Beach,No Injury,Day,Intersection
26166201,E-Bike,,,2024,Broward,Injury,Day,Intersection
26357110,E-Scooter,Male,18.0,2025,Alachua,Injury,Day,Intersection
26189284,E-Bike,Female,52.0,2024,Miami-Dade,Serious Injury,Day,Segment
26256593,E-Scooter,Male,37.0,2024,Miami-Dade,Injury,Night,Intersection
26139477,E-Scooter,,,2024,Miami-Dade,Injury,Night,Intersection
26640284,E-Bike,Male,38.0,2024,Orange,Injury,Night,Intersection
26504664,E-Bike,Female,31.0,2024,Sarasota,Injury,Day,Segment
26540581,E-Scooter,Male,19.0,2024,Hillsborough,Injury,Day,Intersection
26586779,E-Bike,Male,45.0,2024,Lee,Injury,Day,Intersection
26555375,E-Bike,Male,30.0,2025,Hillsborough,Injury,Day,Segment
26826084,E-Bike,Male,19.0,2025,Polk,No Injury,Day,Segment
26467410,Bicycle,Male,19.0,2025,Pasco,Injury,Night,Segment
26721520,E-Scooter,Male,10.0,2024,Miami-Dade,Injury,Day,Segment
26773434,E-Bike,,,2024,Broward,Injury,Day,Segment
26822639,E-Scooter,Male,16.0,2024,Polk,Injury,Day,Segment
26585475,E-Bike,Female,21.0,2024,Lee,Injury,Day,Intersection
26212289,E-Bike,Male,55.0,2024,Pinellas,Injury,Day,Segment
26820353,E-Bike,Male,29.0,2025,Martin,Injury,Night,Segment
26374573,Bicycle,Female,44.0,2024,Pasco,Injury,Day,Intersection
26194325,E-Scooter,Male,10.0,2024,Palm Beach,Injury,Day,Segment
26425561,E-Bike,Female,35.0,2024,Orange,Injury,Day,Segment
26412219,E-Bike,Male,17.0,2024,Manatee,Fatality,Night,Segment
26627857,E-Bike,Male,37.0,2025,Seminole,Serious Injury,Day,Segment
26856962,E-Scooter,,,2025,Palm Beach,Injury,Night,Intersection
26231694,E-Scooter,Female,23.0,2023,Palm Beach,Injury,Night,Segment
26204754,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26266128,E-Scooter,Male,25.0,2024,Miami-Dade,Injury,Night,Intersection
26861388,E-Bike,Male,45.0,2025,Pinellas,Injury,Night,Intersection
26856940,E-Bike,,,2025,Palm Beach,Injury,Day,Intersection
26478138,Bicycle,Female,61.0,2025,Pinellas,Injury,Day,Segment
26559319,E-Scooter,Male,40.0,2024,Pinellas,Injury,Day,Intersection
26619306,E-Scooter,Male,44.0,2024,Hillsborough,Injury,Day,Intersection
26466616,E-Scooter,Male,16.0,2025,Manatee,Injury,Day,Segment
26855374,E-Bike,,,2024,Palm Beach,Injury,Day,Segment
26193847,E-Scooter,Male,27.0,2024,Palm Beach,Injury,Night,Intersection
26808703,E-Bike,Male,35.0,2024,Seminole,Injury,Day,Segment
26403684,Bicycle,Male,41.0,2024,Manatee,Fatality,Night,Segment
26132747,E-Scooter,Male,22.0,2024,Collier,Injury,Day,Segment
26159777,E-Scooter,Female,54.0,2024,Brevard,Injury,Day,Segment
26416888,Bicycle,Female,50.0,2024,Pasco,Fatality,Night,Intersection
26740142,E-Scooter,Male,54.0,2025,Miami-Dade,Injury,Day,Intersection
26866512,E-Bike,Male,55.0,2025,Pinellas,Fatality,Night,Segment
26729021,E-Scooter,Female,24.0,2025,Miami-Dade,Injury,Day,Intersection
26354329,E-Scooter,Male,16.0,2024,Orange,No Injury,Night,Intersection
26711063,E-Scooter,Male,34.0,2024,Miami-Dade,Injury,Night,Segment
26550741,E-Scooter,Male,67.0,2025,Hillsborough,Injury,Day,Intersection
26394759,E-Scooter,Male,29.0,2024,Orange,Injury,Day,Segment
26203543,E-Bike,,,2024,Pinellas,Injury,Day,Segment
26413227,E-Bike,Male,62.0,2025,Charlotte,Injury,Day,Segment
26732419,E-Scooter,Female,32.0,2025,Miami-Dade,Injury,Day,Segment
26772961,E-Bike,,,2024,Broward,Injury,Day,Intersection
26750017,E-Scooter,Female,31.0,2024,Palm Beach,Injury,Day,Segment
26562197,E-Bike,Male,33.0,2025,Pinellas,Injury,Night,Intersection
26556193,E-Bike,Male,17.0,2025,Hillsborough,Injury,Night,Segment
26470218,E-Bike,Male,15.0,2025,Orange,Injury,Day,Intersection
26508445,E-Scooter,,,2025,Broward,Injury,Night,Segment
26325251,E-Scooter,Female,44.0,2024,Monroe,Injury,Day,Segment
26589230,E-Bike,Male,17.0,2024,Brevard,Injury,Day,Segment
26258960,E-Scooter,Male,38.0,2024,Miami-Dade,Injury,Day,Segment
26573876,E-Bike,,,2024,St. Lucie,No Injury,Day,Intersection
26204059,E-Bike,,,2025,Pinellas,Injury,Day,Segment
26117668,Bicycle,Male,32.0,2024,Duval,Injury,Day,Segment
26790408,E-Bike,,,2025,Broward,Injury,Night,Intersection
26676509,E-Scooter,Female,44.0,2024,Marion,Injury,Day,Segment
26350545,E-Bike,Male,62.0,2024,Pasco,Injury,Day,Intersection
26811883,E-Scooter,Female,20.0,2024,Flagler,Injury,Day,Segment
26786065,E-Scooter,,,2025,Broward,Injury,Night,Segment
26611289,E-Bike,Male,52.0,2024,Hillsborough,Injury,Day,Intersection
26492647,E-Scooter,Male,34.0,2024,Orange,Injury,Day,Intersection
26190535,E-Bike,Female,36.0,2024,Nassau,Injury,Day,Intersection
26804036,E-Bike,Male,68.0,2025,Leon,Injury,Day,Intersection
26349467,Bicycle,Male,40.0,2024,Pasco,No Injury,Night,Intersection
26551224,E-Bike,Male,62.0,2025,Hillsborough,Injury,Night,Segment
26244894,E-Scooter,,,2024,Alachua,No Injury,Day,Segment
26147172,E-Bike,Male,16.0,2024,Charlotte,No Injury,Day,Segment
26719107,E-Scooter,Unknown,,2024,Miami-Dade,Injury,Day,Intersection
26776505,E-Bike,,,2024,Broward,Injury,Day,Segment
26417747,E-Bike,Male,50.0,2024,Pinellas,Injury,Day,Segment
26495974,E-Scooter,Male,29.0,2024,Orange,Injury,Day,Segment
26470882,E-Bike,Female,31.0,2024,Osceola,Injury,Night,Intersection
26809167,E-Bike,Male,41.0,2025,Seminole,No Injury,Day,Segment
26800039,E-Scooter,Female,18.0,2024,Leon,Injury,Day,Segment
26762239,E-Bike,,,2025,Monroe,Injury,Day,Segment
26579154,E-Bike,,,2024,Palm Beach,No Injury,Day,Segment
26739580,E-Bike,Male,14.0,2025,Miami-Dade,Injury,Day,Segment
26830387,E-Scooter,Male,24.0,2024,Duval,Injury,Day,Intersection
26203158,E-Bike,,,2024,Pinellas,Injury,Night,Segment
26407610,E-Scooter,Male,45.0,2024,Orange,Fatality,Night,Intersection
26193847,E-Scooter,Male,27.0,2024,Palm Beach,Injury,Night,Intersection
26486196,E-Bike,Male,20.0,2024,Volusia,Injury,Night,Segment
26486196,E-Bike,,,2024,Volusia,Injury,Night,Segment
26486196,E-Bike,Male,31.0,2024,Volusia,Injury,Night,Segment
26530406,E-Bike,Male,52.0,2024,Pasco,Injury,Day,Segment
26174335,E-Scooter,Male,23.0,2023,Hillsborough,Injury,Day,Intersection
26273358,E-Scooter,Male,,2024,Miami-Dade,Serious Injury,Night,Intersection
26788062,E-Bike,,,2025,Broward,Injury,Day,Intersection
26612046,E-Bike,Female,20.0,2024,Hillsborough,Injury,Day,Segment
26340821,Bicycle,Male,35.0,2024,Pasco,Injury,Night,Segment
26233765,E-Bike,Male,44.0,2024,Palm Beach,Injury,Day,Segment
26596688,E-Scooter,,,2024,Palm Beach,No Injury,Day,Segment
26126915,E-Bike,Female,20.0,2023,Collier,Injury,Day,Segment
26787129,E-Bike,,,2025,Broward,Injury,Day,Intersection
26607724,E-Scooter,,,2025,Miami-Dade,Injury,Day,Segment
26633077,E-Scooter,Male,14.0,2025,Pasco,No Injury,Day,Intersection
26742814,E-Scooter,Female,76.0,2026,St. Johns,Injury,Day,Intersection
26660912,E-Scooter,Male,17.0,2024,Collier,Injury,Day,Intersection
26503946,E-Bike,Male,35.0,2024,Sarasota,Injury,Night,Intersection
26572380,E-Bike,,,2024,St. Lucie,Injury,Day,Segment
26484109,E-Scooter,Male,34.0,2024,Okaloosa,No Injury,Day,Segment
26864878,E-Bike,Male,70.0,2025,Pinellas,Injury,Day,Segment
26777546,E-Bike,,,2024,Broward,Injury,Day,Segment
26391701,Bicycle,Male,14.0,2025,Indian River,Injury,Day,Segment
26559946,E-Scooter,Male,,2024,Pinellas,No Injury,Day,Intersection
26492812,E-Scooter,Male,17.0,2024,Orange,No Injury,Day,Segment
